YEAR,FILED,TOLID,OFFICE,CANAL,AREA,VARITE,AGE,Y,TON
1396,09-08,1,1,9,23.47,CP69,R5,82.54,1937.21
1396,09-16,1,1,9,22.82,CP48,R4,82.12,1874.08
1396,09-24,1,1,9,23.77,CP48,R4,85.03,2020.89
1396,10-03,1,2,10,23.41,CP57,R1,84.48,1977.63
1396,10-09,1,2,10,24.02,CP57,p,59.77,1435.61
1396,10-21,1,2,10,23.68,CP69,R5,66.69,1558.63
1396,11-02,1,1,11,23.37,CP48,R5,59.72,1395.85
1396,11-20,1,1,11,22.69,CP48,p,82.30,1593.42
1396,11-22,1,1,11,23.06,CP73,p,100.30,2312.88
1396,12-04,1,2,12,23.4,CP73,p,102.11,2389.42
1396,12-08,1,2,12,23.52,CP57,R1,74.94,1762.69
1396,12-15,1,2,12,20.1,CP73,R3,84.02,1688.72
1396,12-12,1,2,12,23.81,CP73,p,88.31,2102.68
1396,12-27,1,2,12,24.61,CP69,R4,86.53,2129.46
1396,13-08,1,1,13,22.79,CP69,R5,65.82,1495.82
1396,13-24,1,1,13,22.6,CP69,R5,76.39,1726.77
1396,14-03,1,2,14,23.9,IRC,p,97.15,2321.77
1396,14-04,1,2,14,22.98,CP69,R5,65.57,1506.78
1396,14-05,1,2,14,23.62,CP57,R1,87.94,2077.13
1396,14-06,1,2,14,23.3,CP69,R6,74.09,1726.36
1396,14-08,1,2,14,23.74,CP69,p,90.18,734.42
1396,14-11,1,2,14,23.74,CP73,p,94.43,2241.67
1396,14-14,1,2,14,23.77,CP73,R1,99.90,2374.56
1396,14-16,1,2,14,22.4,CP73,p,95.11,2130.51
1396,14-19,1,2,14,23.39,CP73,R5,44.29,1035.88
1396,14-27,1,2,14,18.82,CP69,R4,77.70,1462.32
1396,15-03,2,3,15,23.14,CP69,R5,62.12,1437.37
1396,15-19,2,3,15,23.62,CP69,p,106.58,2517.53
1396,15-21,2,3,15,23.65,CP69,p,106.34,2514.93
1396,15-26,2,3,15,23.64,CP73,p,108.56,2566.30
1396,16-01,2,4,16,23.6,CP48,R6,78.59,1854.80
1396,16-08,2,4,16,23.48,CP57,R1,84.84,1991.95
1396,16-15,2,4,16,22.35,CP69,p,110.87,2477.91
1396,16-16,2,4,16,22.48,CP69,R1,121.47,2730.63
1396,16-18,2,4,16,22.13,CP73,p,101.10,2237.41
1396,16-19,2,4,16,23.61,IRC,R1,95.14,2246.25
1396,16-22,2,4,16,23.62,CP57,R2,82.14,1940.15
1396,16-25,2,4,16,23.4,CP69,R6,82.95,1941.10
1396,16-27,2,4,16,22.11,CP69,R5,82.86,1832.10
1396,17-03,2,3,17,23.08,CP73,R1,86.43,1994.82
1396,17-04,2,3,17,23.59,CP48,R5,67.11,1448.57
1396,17-10,2,3,17,22.82,CP48,R4,68.89,1434.21
1396,17-28,2,3,17,23.98,CP57,R1,75.28,1805.20
1396,18-04,2,4,18,23.19,CP57,R4,73.21,1697.76
1396,18-02,2,4,18,23.63,CP57,R5,61.59,1332.24
1396,18-14,2,4,18,23.7,CP57,R5,60.07,1423.70
1396,18-21,2,4,18,23.41,CP57,R3,96.44,2257.69
1396,18-22,2,4,18,23.46,CP69,R5,82.70,1940.22
1396,18-28,2,4,18,22.58,CP57,R2,73.03,1649.11
1396,19-06,2,3,19,23.08,CP69,R5,85.48,1972.85
1396,19-14,2,3,19,24.05,CP69,R5,83.25,2002.16
1396,19-20,2,3,19,16.8,CP73,R4,61.49,1033.10
1396,19-23,2,3,19,23.61,CP73,R5,56.34,1330.12
1396,19-24,2,3,19,13.22,CP73,R3,93.01,1229.60
1396,20-03,2,4,20,23.25,CP48,R4,95.40,2217.97
1396,20-06,2,4,20,23.05,CP48,R5,85.05,1960.47
1396,20-07,2,4,20,23.35,CP48,R5,90.20,2106.23
1396,20-12,2,4,20,23.51,CP48,R5,77.07,1811.87
1396,20-18,2,4,20,22.04,CP69,R5,94.25,2077.16
1396,20-20,2,4,20,23.37,CP73,p,106.01,2477.48
1396,20-26,2,4,20,23.62,CP69,p,83.44,1970.76
1396,21-02,2,3,21,23.54,CP73,R4,78.76,1854.05
1396,21-03,2,3,21,24.9,CP57,R5,53.25,1325.85
1396,21-04,2,3,21,23.49,CP69,R5,98.86,2322.32
1396,21-06,2,3,21,23.54,CP57,R5,65.39,1539.24
1396,21-13,2,3,21,23.59,CP57,R5,62.13,1465.60
1396,21-16,2,3,21,19.68,CP57,R1,57.43,1130.23
1396,22-03,2,4,22,16.57,CP73,p,106.19,1547.50
1396,22-07,2,4,22,12.93,CP48,R5,72.77,941.19
1396,22-11,2,4,22,8.66,CP73,R1,78.10,676.65
1396,22-19,2,4,22,7.01,CP69,R1,132.38,928.01
1396,23-01,2,3,23,13.27,CP69,R4,103.86,1378.23
1396,24-03,2,4,24,27.35,CP69,R5,65.82,1800.40
1396,24-04,2,4,24,19.04,CP69,p,107.58,2048.36
1396,24-09,2,4,24,27.6,CP69,R3,96.36,2659.55
1396,24-10,2,4,24,23.54,CP69,p,124.79,2937.53
1396,24-13,2,4,24,26.92,CP69,R4,73.85,1987.92
1396,25-09,2,3,25,25.3,CP69,R3,105.77,2676.36
1396,25-15,2,3,25,19.25,CP69,R4,87.71,1688.43
1396,26-01,2,4,26,17.44,CP69,R4,86.38,1506.55
1396,26-02,2,4,26,24.8,CP69,R3,107.60,2668.58
1396,26-08,2,4,26,24.67,CP69,R4,81.13,2001.46
1396,26-11,2,4,26,16.92,CP69,R4,82.67,1398.86
1396,26-19,2,4,26,10.43,CP69,R1,117.66,1227.19
1396,26-20,2,4,26,24.85,CP69,R4,68.37,1699.00
1396,27-04,2,3,27,23.75,CP69,R4,82.69,1963.79
1396,27-07,2,3,27,18.76,CP69,R4,84.06,1576.97
1399,01-30,1,1,01,23.11,CP69,R7,109.54,2531.49
1399,02-03,1,2,02,24.96,CP69,R1,132.58,3309.20
1399,02-13,1,2,02,24.44,CP48,R7,94.48,2309.18
1399,02-15,1,2,02,22.86,CP48,R6,89.34,2042.36
1399,02-17,1,2,02,23.28,CP69,R7,85.40,1988.02
1399,02-33,1,2,02,24.94,CP69,R4,89.51,2232.32
1399,02-35,1,2,02,24.93,CP69,R6,94.98,2367.79
1399,03-10,1,1,03,23.20,CP69,R1,107.32,2489.89
1399,03-28,1,1,03,20.24,CP69,R6,95.23,1927.50
1399,03-30,1,1,03,22.79,CP69,R7,108.65,2476.18
1399,04-03,1,2,04,23.41,CP69,R1,129.90,3041.05
1399,05-01,1,1,05,24.52,IRC,R2,77.37,1556.78
1399,05-02,1,1,05,18.26,CP69,R8,101.36,1850.80
1399,05-08,1,1,05,22.55,CP73,R1,119.43,2693.05
1399,05-09,1,1,05,23.74,CP73,R1,113.36,2691.06
1399,05-10,1,1,05,23.97,CP73,R2,93.63,2244.41
1399,05-16,1,1,05,23.24,CP73,P,123.03,1715.10
1399,05-20,1,1,05,22.91,CP73,R2,103.26,2365.61
1399,05-23,1,1,05,23.04,CP73,R1,88.57,2040.63
1399,05-25,1,1,05,23.96,CP69,R7,100.75,2414.08
1399,05-26,1,1,05,23.28,CP69,R1,126.39,2942.26
1399,06-01,1,2,06,23.90,CP69,R1,122.59,2929.93
1399,06-06,1,2,06,23.78,CP48,P,139.01,3166.68
1399,06-12,1,2,06,23.11,CP69,R1,116.11,2683.29
1399,07-02,1,1,07,24.32,CP69,R2,114.85,2793.07
1399,07-12,1,1,07,22.22,CP73,R2,115.52,2566.82
1399,07-14,1,1,07,23.28,CP73,R3,102.88,1747.92
1399,07-16,1,1,07,12.60,CP69,P,125.57,1305.97
1399,08-03,1,2,08,23.56,CP48,P,134.04,3158.01
1399,08-03,1,2,08,23.56,CP48,P,134.04,3158.01
1399,08-03,1,2,08,23.56,CP48,P,134.04,3158.01
1399,08-09,1,2,08,23.36,CP73,P,112.22,2621.52
1399,09-12,1,1,09,23.25,CP69,R1,122.53,2848.74
1399,09-22,1,1,09,23.60,CP48,R3,96.70,2282.04
1399,09-26,1,1,09,23.60,CP69,R1,113.85,2686.86
1399,09-32,1,1,09,14.26,CP48,R4,99.59,1420.22
1399,10-05,1,2,10,24.10,CP73,P,111.42,2685.20
1399,10-11,1,2,10,23.95,CP73,P,119.73,2867.50
1399,10-19,1,2,10,23.80,CP69,P,145.53,3318.05
1399,10-25,1,2,08,23.80,CP69,P,137.11,3263.27
1399,11-06,1,1,11,23.00,CP69,P,84.26,1769.54
1399,11-12,1,1,11,11.06,IRC,P,117.61,1184.32
1399,11-18,1,1,09,22.18,CP69,R2,102.55,2274.55
1399,11-20,1,1,11,22.69,CP48,R3,105.01,2382.75
1399,11-24,1,1,11,22.91,CP73,R3,70.08,1605.60
1399,11-28,1,1,11,20.02,CP48,R2,107.36,2149.33
1399,11-30,1,1,11,9.52,CP69,R1,129.65,1234.23
1399,12-06,1,2,12,23.60,CP73,P,118.46,2795.68
1399,12-10,1,2,12,23.60,CP73,P,118.42,2794.62
1399,12-16,1,2,12,22.20,CP69,P,141.65,3144.54
1399,12-21,1,2,12,23.70,CP73,P,114.51,2713.85
1399,13-10,1,1,13,22.65,CP69,R1,140.76,2906.74
1399,13-20,1,1,13,22.19,CP69,R2,121.65,2699.48
1399,13-22,1,1,13,22.92,CP69,R3,107.26,2458.39
1399,13-24,1,1,13,22.60,CP69,R1,127.18,2874.38
1399,14-06,2,4,14,23.40,CP69,P,132.29,3095.67
1399,14-09,2,4,14,23.86,CP73,P,116.60,2782.09
1399,14-15,2,4,14,22.37,CP69,P,147.11,3290.92
1399,14-25,2,4,14,23.50,CP69,R2,101.28,2380.19
1399,14-27,2,4,14,18.82,CP69,R1,124.86,2349.92
1399,15-04,2,3,15,23.60,CP69,P,134.84,3182.34
1399,15-04,2,3,15,23.60,CP69,P,134.84,3182.34
1399,15-05,2,3,15,23.40,CP69,R1,119.40,2793.95
1399,15-10,2,3,15,23.57,CP73,P,143.29,3377.27
1399,15-11,2,3,15,23.44,CP69,R2,114.91,2578.56
1399,15-19,2,3,15,23.62,CP69,R3,84.86,2004.42
1399,15-20,2,3,15,23.10,CP48,R2,89.56,2068.94
1399,15-26,2,3,15,23.64,CP73,R3,75.19,1777.54
1399,16-01,2,4,16,24.10,CP73,P,131.64,3172.64
1399,16-04,2,4,16,23.42,CP48,P,119.27,2793.26
1399,16-05,2,4,16,23.50,CP48,P,136.04,2992.89
1399,16-10,2,4,16,23.75,CP73,P,108.32,2572.63
1399,16-20,2,4,16,23.58,CP69,P,141.59,3338.71
1399,16-24,2,4,16,23.24,CP69,R3,89.62,2082.85
1399,16-25,2,4,16,23.60,CP69,P,140.36,3312.60
1399,17-04,2,3,17,23.61,CP73,P,124.88,2948.30
1399,17-09,2,3,17,23.50,CP73,P,123.68,2906.59
1399,17-10,2,3,17,16.00,IRC,R1,107.18,1603.47
1399,17-11,2,3,17,22.72,CP73,R2,95.37,2166.87
1399,17-14,2,3,17,23.47,CP69,R1,120.71,2832.96
1399,17-15,2,3,17,23.10,CP69,P,146.71,3389.01
1399,17-22,2,3,17,23.45,CP73,P,130.13,3051.52
1399,17-24,2,3,17,15.41,CP48,P,133.01,2049.66
1399,18-03,2,4,18,23.81,CP48,P,109.81,2614.54
1399,18-08,2,4,18,23.75,CP73,P,122.63,2912.56
1399,18-11,2,4,18,23.40,CP48,P,114.83,2687.00
1399,18-12,2,4,18,23.71,CP73,P,125.42,2973.63
1399,18-18,2,4,18,22.78,CP69,P,131.15,2987.55
1399,18-23,2,4,18,23.51,CP69,P,115.33,2711.45
1399,18-24,2,4,18,23.55,CP69,P,131.64,3100.18
1399,18-24,2,4,18,23.55,CP69,P,131.64,3100.18
1399,19-08,2,3,19,23.50,CP48,P,125.93,2959.40
1399,19-10,2,3,19,23.71,IRC,P,127.36,3019.60
1399,19-12,2,3,19,23.17,CP57,P,109.75,1291.77
1399,19-15,2,3,19,23.27,CP73,P,126.37,2814.32
1399,19-18,2,3,19,22.54,CP73,P,145.04,3269.31
1399,20-05,2,4,20,23.66,CP69,P,114.22,2702.54
1399,20-06,2,4,20,23.15,CP73,P,118.63,2746.34
1399,20-13,2,4,20,16.07,IRC,P,120.98,1944.12
1399,20-14,2,4,20,23.60,CP73,P,118.32,2792.40
1399,20-17,2,4,20,11.00,CP69,P,131.67,1448.35
1399,20-24,2,4,20,23.20,CP69,P,129.68,3008.68
1399,21-02,2,3,21,24.47,CP69,P,135.30,3310.82
1399,21-07,2,3,21,23.70,CP73,P,117.58,2786.63
1399,21-10,2,3,21,22.91,CP73,P,118.91,2724.20
1399,22-05,2,4,22,15.51,CP69,P,119.08,1846.90
1399,23-07,2,3,25,22.59,CP69,P,127.54,2881.06
1399,23-09,2,3,23,23.24,CP69,P,138.64,3221.91
1399,24-06,2,4,24,19.90,CP69,P,135.16,2689.64
1399,24-13,2,4,24,20.68,CP69,R1,61.38,1269.35
1399,24-17,2,4,24,27.00,CP69,P,121.13,3270.59
1399,25-03,2,3,25,13.74,CP69,R7,86.53,1188.98
1399,25-09,2,3,25,25.30,CP69,R6,69.46,1757.44
1399,25-09,2,3,25,25.30,CP69,R6,69.46,1757.44
1399,26-05,2,4,26,17.51,CP69,P,122.12,2138.28
1399,26-13,2,4,26,17.21,CP69,P,120.63,2076.03
1399,26-14,2,4,26,24.50,CP69,P,145.86,3573.59
1399,26-16,2,4,26,24.98,CP69,P,122.67,3064.21
1399,27-05,2,3,27,25.98,CP69,P,124.50,3234.59
1399,29-02,2,3,29,19.90,CP69,P,126.30,2427.43
1402,01-18,1,1,1,22.49,CP69,p,120.05,2700.03
1402,01-20,1,1,1,23.32,CP69,R2,76.18,1776.56
1402,01-22,1,1,1,22.73,CP69,R3,71.99,1636.27
1402,01-24,1,1,1,22.37,CP69,R2,66.31,1483.42
1402,01-26,1,1,1,24.42,CP69,R10,55.27,1349.63
1402,01-28,1,1,1,22.65,CP69,R10,55.95,1267.17
1402,01-30,1,1,1,23.11,CP69,R10,68.99,1594.44
1402,01-32,1,1,1,22.4,CP69,R10,76.58,1715.34
1402,02-01,1,2,2,24.79,CP69,p,130.35,3231.48
1402,02-03,1,2,2,24.69,CP69,p,109.21,2696.37
1402,02-05,1,2,2,13.05,CP69,p,111.69,1457.61
1402,02-07,1,2,2,21.67,CP69,p,128.99,2795.25
1402,02-09,1,2,2,27.62,CP69,p,127.48,3520.86
1402,02-11,1,2,2,23.36,CP69,R1,106.59,2489.99
1402,02-13,1,2,2,24.33,CP69,R1,94.38,2296.30
1402,02-15,1,2,2,21.73,CP69,R1,100.25,2178.37
1402,02-17,1,2,2,22.47,CP69,R1,100.56,2259.63
1402,02-19,1,2,2,24.59,CP69,R2,61.33,1508.19
1402,02-21,1,2,2,25.07,CP69,R2,65.05,1630.90
1402,02-23,1,2,2,24.56,CP69,R2,60.89,1495.57
1402,02-25,1,2,2,24.96,CP69,R2,57.45,1434.02
1402,02-27,1,2,2,24.94,CP69,R2,68.63,1711.60
1402,02-29,1,2,2,25.01,CP69,R2,51.86,1297.02
1402,02-31,1,2,2,24.45,CP69,R2,66.46,1624.86
1402,02-33,1,2,2,24.87,CP69,R1,83.62,2079.56
1402,02-35,1,2,2,24.89,CP69,R1,95.70,2382.05
1402,02-37,1,2,2,16.76,CP69,R1,93.46,1566.33
1402,02-39,1,2,2,14.71,CP69,R1,82.83,1218.45
1402,03-08,1,1,3,22.47,CP69,R10,66.24,1024.80
1402,03-08,1,1,3,22.47,CP69,R10,66.24,1024.80
1402,03-10,1,1,3,23.5,CP69,p,126.37,2969.70
1402,03-12,1,1,3,21.38,CP69,R2,82.79,1770.08
1402,03-14,1,1,3,23.08,CP69,R2,81.62,1883.82
1402,03-16,1,1,3,23.21,CP69,p,120.42,2794.94
1402,03-18,1,1,3,22.47,CP69,R2,86.43,1942.07
1402,03-20,1,1,3,23.61,CP69,R2,96.30,2273.62
1402,03-22,1,1,3,23.11,CP69,R1,93.39,2158.35
1402,03-24,1,1,3,23.28,CP69,R2,75.75,1763.38
1402,03-26,1,1,3,23,CP69,R2,84.21,1936.90
1402,03-28,1,1,3,23.84,CP69,R1,95.45,2275.64
1402,03-30,1,1,3,22.79,CP69,R10,70.72,1611.76
1402,03-32,1,1,3,22.73,CP69,R10,75.01,1705.04
1402,04-03,1,2,4,21.36,CP48,p,132.85,2837.68
1402,04-05,1,2,4,18.64,CP57,p,112.18,2091.11
1402,04-09,1,2,4,23.45,CP73,R2,65.72,1541.13
1402,04-11,1,2,4,23.6,CP69,R2,63.02,870.88
1402,04-11,1,2,4,23.6,CP69,R2,63.02,870.88
1402,04-13,1,2,4,23.23,CP69,R4,50.58,1174.99
1402,04-15,1,2,4,21.84,CP69,R2,57.62,951.33
1402,04-15,1,2,4,21.84,CP69,R2,57.62,951.33
1402,04-17,1,2,4,23.1,CP69,R2,76.82,1774.44
1402,04-19,1,2,4,23.82,CP69,R2,73.85,1759.20
1402,04-21,1,2,4,9.36,CP69,R2,72.94,682.74
1402,04-23,1,2,4,8.06,CP69,R2,65.59,528.68
1402,04-25,1,2,4,7.21,CP69,R2,70.02,504.83
1402,04-27,1,2,4,7.99,CP69,R2,76.46,610.92
1402,04-29,1,2,4,12.36,CP69,R2,57.03,704.86
1402,04-31,1,2,4,11.24,CP69,R2,75.93,853.48
1402,04-33,1,2,4,13.9,CP69,R2,70.47,979.48
1402,04-35,1,2,4,14.64,CP69,R2,59.14,865.74
1402,04-37,1,2,4,10.16,CP69,R2,76.86,780.93
1402,05-01,1,1,5,22.58,CP69,R1,123.97,2799.20
1402,05-02,1,1,5,22.67,CP69,R1,104.18,2361.77
1402,05-03,1,1,5,24.11,CP69,p,142.70,3440.44
1402,05-04,1,1,5,23.24,CP69,R4,76.88,1786.78
1402,05-05,1,1,5,17.02,CP69,p,131.82,2243.59
1402,05-10,1,1,5,23.96,CP73,p,111.05,2660.66
1402,05-12,1,1,5,23.35,CP73,p,102.56,2394.81
1402,05-13,1,1,5,23.34,CP73,p,84.96,1983.07
1402,05-15,1,1,5,22.72,CP73,R2,83.13,1888.74
1402,05-16,1,1,5,23.24,CP73,R3,58.23,1353.20
1402,05-18,1,1,5,22.62,CP69,p,124.20,2809.34
1402,05-19,1,1,5,22.89,IRC,R2,46.78,1070.89
1402,05-22,1,1,5,23.09,CP73,R4,70.92,1637.59
1402,05-23,1,1,5,19.79,CP73,p,82.95,1641.59
1402,05-25,1,1,5,23.57,CP69,p,97.45,2296.90
1402,05-26,1,1,5,23.28,CP69,R4,67.46,1570.52
1402,05-28,1,1,5,22.21,CP69,R1,80.17,1780.62
1402,05-29,1,1,5,22.81,CP69,R2,60.17,1205.14
1402,05-29,1,1,5,22.81,CP69,R2,60.17,1205.14
1402,05-31,1,1,5,22.99,CP69,R2,62.74,724.68
1402,05-31,1,1,5,22.99,CP69,R2,62.74,724.68
1402,06-02,1,2,6,23.94,CP69,p,124.42,2978.65
1402,06-06,1,2,6,23.55,CP73,p,91.11,2145.58
1402,06-08,1,2,6,5.05,CP73,p,131.08,661.94
1402,06-10,1,2,6,23.4,CP69,R3,48.54,1135.82
1402,06-12,1,2,6,22.25,CP73,p,111.22,2474.56
1402,06-14,1,2,6,23.78,CP73,R1,59.37,936.34
1402,06-14,1,2,6,23.78,CP73,R1,59.37,936.34
1402,06-15,1,2,6,22.27,CP69,R2,77.22,1719.74
1402,06-16,1,2,6,22.81,CP69,R1,76.52,1745.37
1402,06-20,1,2,6,16.91,CP69,R1,99.19,1677.38
1402,07-04,1,1,7,23.54,CP69,R2,71.21,1676.25
1402,07-06,1,1,7,9.36,CP48,p,99.16,928.17
1402,07-08,1,1,7,22.25,CP48,p,123.43,2746.36
1402,07-10,1,1,7,22.98,CP73,R2,51.40,1181.17
1402,07-14,1,1,7,0.4,CP73,p,102.98,41.19
1402,07-16,1,1,7,11.67,CP69,R2,67.73,682.05
1402,07-16,1,1,7,11.67,CP69,R2,67.73,682.05
1402,07-18,1,1,7,10.85,CP69,R2,63.11,610.32
1402,07-18,1,1,7,10.85,CP69,R2,63.11,610.32
1402,07-20,1,1,7,18.42,CP57,p,83.60,1539.84
1402,07-22,1,1,7,23,CP73,R6,55.50,642.14
1402,07-22,1,1,7,23,CP73,R6,55.50,642.14
1402,07-22,1,1,7,23,CP73,R6,55.50,642.14
1402,07-22,1,1,7,23,CP73,R6,55.50,642.14
1402,07-24,1,1,7,11,CP69,R2,99.75,1097.21
1402,07-32,1,1,7,19.74,CP69,R1,50.66,1000.09
1402,08-01,1,2,8,9.28,CP48,p,101.99,946.50
1402,08-11,1,2,8,23.63,CP73,p,96.43,2278.61
1402,08-13,1,2,8,23.74,CP73,p,107.21,2545.17
1402,08-15,1,2,8,22.4,CP69,R2,71.31,1597.37
1402,08-17,1,2,8,22.75,CP69,R2,94.08,2140.40
1402,08-19,1,2,8,23.39,CP69,R2,61.17,1342.04
1402,08-19,1,2,8,23.39,CP69,R2,61.17,1342.04
1402,08-21,1,2,8,23.76,CP69,R2,84.29,2002.73
1402,08-23,1,2,8,23.5,CP69,R2,89.24,1824.98
1402,08-23,1,2,8,23.5,CP69,R2,89.24,1824.98
1402,08-25,1,2,8,23.43,CP69,R2,67.41,1579.41
1402,08-27,1,2,8,23.56,CP69,R2,85.44,2012.96
1402,08-29,1,2,8,23.49,CP69,R3,81.43,1912.83
1402,08-31,1,2,8,20.92,CP69,R2,85.22,1782.90
1402,09-02,1,1,9,24.48,CP69,R2,93.77,2295.44
1402,09-04,1,1,9,23.68,CP69,R2,87.71,2076.97
1402,09-10,1,1,9,23.48,CP69,R4,72.93,1712.50
1402,09-12,1,1,9,23.25,CP69,R4,80.95,1882.02
1402,09-14,1,1,9,24.11,CP73,p,116.73,2814.39
1402,09-16,1,1,9,22.82,CP73,R2,85.32,1947.03
1402,09-18,1,1,9,23.21,CP69,R2,91.76,2129.80
1402,09-20,1,1,9,23.58,CP69,R4,75.61,1782.93
1402,09-22,1,1,9,23.74,CP73,p,122.91,2917.87
1402,09-24,1,1,9,23.77,CP69,R2,82.52,1961.45
1402,09-26,1,1,9,23.6,CP69,R4,70.38,1661.06
1402,09-28,1,1,9,22.39,CP69,R4,90.50,2026.26
1402,09-32,1,1,9,14.28,CP69,p,113.25,1617.14
1402,10-05,1,2,10,6.9,CP73,p,97.82,674.97
1402,10-09,1,2,10,23.9,CP73,p,101.44,2424.48
1402,10-11,1,2,10,23.87,CP73,p,99.87,2383.95
1402,10-15,1,2,10,22.7,CP69,R3,68.75,1560.52
1402,10-17,1,2,10,22.7,CP69,R3,82.03,1862.13
1402,10-19,1,2,10,23.8,CP69,R3,107.14,2549.94
1402,10-21,1,2,10,23.6,CP69,R3,75.20,1774.65
1402,11-02,1,1,11,23.37,CP69,R2,90.52,2115.53
1402,11-04,1,1,11,23.13,CP69,R2,91.71,2121.29
1402,11-06,1,1,11,23,CP69,R3,98.35,2261.97
1402,11-08,1,1,11,23.18,CP69,R4,77.58,1124.88
1402,11-08,1,1,11,23.18,CP69,R4,77.58,1124.88
1402,11-10,1,1,11,22.44,CP73,R2,91.82,1806.19
1402,11-10,1,1,11,22.44,CP73,R2,91.82,1806.19
1402,11-12,1,1,11,22.86,IRC,R2,72.98,861.22
1402,11-12,1,1,11,22.86,IRC,R2,72.98,861.22
1402,11-14,1,1,11,22.95,CP73,R2,79.05,1814.10
1402,11-18,1,1,11,22.21,CP69,p,123.50,2742.86
1402,11-20,1,1,11,22.9,CP57,p,116.11,2659.00
1402,11-22,1,1,11,22.99,CP73,R1,99.45,2286.38
1402,11-24,1,1,11,22.82,CP73,R1,101.67,2320.08
1402,11-26,1,1,11,22.89,CP69,R1,122.20,2797.20
1402,11-28,1,1,11,20.48,CP69,p,132.51,2713.82
1402,11-30,1,1,11,9.52,CP69,R4,100.60,957.69
1402,12-02,1,2,12,21.12,CP48,p,131.24,2771.82
1402,12-04,1,2,12,22.43,CP48,p,123.61,2772.51
1402,12-06,1,2,12,21.8,CP73,p,111.92,2439.96
1402,12-08,1,2,12,9.01,CP73,p,106.56,960.13
1402,12-15,1,2,12,20.1,CP69,R3,90.15,1812.11
1402,12-16,1,2,12,22.2,CP69,R3,74.50,1653.93
1402,12-18,1,2,12,22.91,CP69,R3,93.20,2135.22
1402,12-20,1,2,12,23.5,CP69,R3,65.83,1546.92
1402,12-21,1,2,12,23.42,CP69,p,101.51,2377.44
1402,12-22,1,2,12,23.46,CP69,R3,61.33,1438.88
1402,12-23,1,2,12,23.66,CP69,R2,69.31,912.75
1402,12-23,1,2,12,23.66,CP69,R2,69.31,912.75
1402,12-24,1,2,12,23.41,CP69,R3,53.79,1259.32
1402,12-25,1,2,12,23.46,CP69,R3,51.81,1215.42
1402,12-27,1,2,12,24.61,CP69,R2,62.54,1308.24
1402,12-27,1,2,12,24.61,CP69,R2,62.54,1308.24
1402,12-28,1,2,12,23.7,CP69,R3,42.57,622.87
1402,12-28,1,2,12,23.7,CP69,R3,42.57,622.87
1402,12-30,1,2,12,14.4,CP69,R3,46.34,667.23
1402,13-04,1,1,13,23.06,CP69,R2,96.85,2233.27
1402,13-06,1,1,13,22.79,CP69,R4,71.82,918.61
1402,13-06,1,1,13,22.79,CP69,R4,71.82,918.61
1402,13-08,1,1,13,22.73,CP69,R4,84.46,1075.15
1402,13-08,1,1,13,22.73,CP69,R4,84.46,1075.15
1402,13-10,1,1,13,22.65,CP69,R4,90.14,2041.71
1402,13-12,1,1,13,22.83,CP69,R5,74.89,1709.83
1402,13-14,1,1,13,22.93,CP69,R4,87.41,2004.32
1402,13-22,1,1,13,22.79,CP73,p,135.79,3094.62
1402,13-24,1,1,13,22.6,CP69,R4,74.67,1687.61
1402,13-26,1,1,13,22.91,CP69,R5,85.81,1965.87
1402,13-28,1,1,13,15.19,CP69,R4,105.24,1598.55
1402,14-02,2,4,14,22.21,CP69,R3,106.15,2357.60
1402,14-03,2,4,14,22.35,CP48,p,120.73,2698.21
1402,14-04,2,4,14,23.48,CP69,R3,91.83,2156.09
1402,14-05,2,4,14,17.39,CP48,p,125.99,2190.92
1402,14-06,2,4,14,23.4,CP69,R3,91.82,2148.56
1402,14-07,2,4,14,23.79,CP57,p,110.82,2636.43
1402,14-08,2,4,14,23.74,CP73,R2,70.40,1671.40
1402,14-09,2,4,14,23.62,CP73,p,109.43,2584.74
1402,14-10,2,4,14,23.82,CP69,R3,91.00,2167.72
1402,14-11,2,4,14,23.77,CP73,p,104.71,2489.07
1402,14-12,2,4,14,23.52,CP69,R3,91.57,2153.74
1402,14-13,2,4,14,23.97,CP73,p,95.59,2291.20
1402,14-14,2,4,14,23.8,CP69,R3,79.65,1895.71
1402,14-15,2,4,14,22.37,CP69,R3,78.39,1753.61
1402,14-16,2,4,14,22.38,CP69,R3,75.55,1690.79
1402,14-17,2,4,14,22.48,CP69,R2,79.97,919.64
1402,14-17,2,4,14,22.48,CP69,R2,79.97,919.64
1402,14-18,2,4,14,22.66,CP73,R2,58.74,1330.96
1402,14-19,2,4,14,23.39,CP69,R2,67.39,1576.23
1402,14-20,2,4,14,23.47,CP69,R2,82.09,1926.67
1402,14-21,2,4,14,23.55,CP69,R3,57.48,1353.65
1402,14-22,2,4,14,23.82,CP69,R3,71.69,1707.56
1402,14-24,2,4,14,23.57,CP69,R3,67.05,1580.32
1402,14-26,2,4,14,22.9,CP69,R2,72.42,890.10
1402,14-26,2,4,14,22.9,CP69,R2,72.42,890.10
1402,14-28,2,4,14,19.7,CP69,R2,69.15,1362.22
1402,15-01,2,3,15,24.17,CP69,p,118.44,2862.75
1402,15-02,2,3,15,24.56,CP69,R3,70.42,1729.47
1402,15-03,2,3,15,23.61,CP69,p,127.73,3015.82
1402,15-04,2,3,15,23.6,CP69,R3,62.03,1463.89
1402,15-05,2,3,15,23.51,CP69,p,126.40,2971.73
1402,15-06,2,3,15,18.91,CP48,p,116.55,2203.94
